Module_id,Module_name,Status,Block_completeness,Missing_or_alternative_KOs,Detected_KOs,Completed_blocks,Total_blocks,Completeness_percent,Sample,Input_alias,Dataset,Report_file,Detected_KO_count,Missing_or_alternative_KO_count,Module_url,Detected_KO_links
M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",INCOMPLETE,0__4,"K00088,K01951,K00942,K00940,K18533,K00873,K12406",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00050,
M00051,"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",INCOMPLETE,0__6,"K11540,K11541,K11540,K01465,K00226,K00254,K17828,K13421,K00762,K13421,K01591,K01954,K01955,K01956,K00609,K00610,K00608,K01465,K00226,K00254,K17828,K13421,K00762,K13421,K01591",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,15,https://www.kegg.jp/entry/M00051,
M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",INCOMPLETE,0__3,"K13800,K13809,K09903,K00940,K18533,K01937",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00052,
M00053,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",INCOMPLETE,0__8,"K00524,K00525,K00526,K10807,K10808,K00940,K18533,K00527,K21636,K01494,K01520,K00560,K13998,K00943,K00940",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00053,
M00055,N-glycan precursor biosynthesis,INCOMPLETE,0__13,"K01001,K07432,K07441,K03842,K03843,K03844,K03845,K03846,K03847,K03846,K00729,K03848,K03849,K03850",,0.0,13.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,13,https://www.kegg.jp/entry/M00055,
M00056,"O-glycan biosynthesis, mucin type core",INCOMPLETE,0__4,"K00710,K00731,K09653,K00727,K09662,K09663,K00739",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00056,
M00057,"Glycosaminoglycan biosynthesis, linkage tetrasaccharide",INCOMPLETE,0__4,"K00771,K00733,K00734,K10158",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00057,
M00058,"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",2 BLOCKS MISSING,0__2,"K00746,K13499,K00747,K03419",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00058,
M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone",INCOMPLETE,0__5,"K02369,K02370,K02366,K02367,K02368,K02370,K02576,K02577,K02578,K02579,K01793",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00059,
M00060,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",INCOMPLETE,0__9,"K00677,K02535,K02536,K03269,K00748,K00912,K02527,K02517,K02560",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00060,
M00061,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",INCOMPLETE,0__5,"K01812,K00040,K01686,K08323,K00874,K01625,K17463",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00061,
M00063,CMP-KDO biosynthesis,INCOMPLETE,0__4,"K06041,K01627,K03270,K00979",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00063,
M00064,ADP-L-glycero-D-manno-heptose biosynthesis,INCOMPLETE,0__5,"K03271,K03272,K21344,K03273,K03272,K21345,K03274",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00064,
M00065,"GPI-anchor biosynthesis, core oligosaccharide",INCOMPLETE,0__9,"K03857,K03859,K03858,K03861,K03860,K11001,K11002,K09658,K03434,K05283,K05284,K07541,K07542,K05285,K05286,K05288,K05287,K05310,K05287",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,18,https://www.kegg.jp/entry/M00065,
M00066,Lactosylceramide biosynthesis,2 BLOCKS MISSING,0__2,"K00720,K07553",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00066,
M00067,"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid",2 BLOCKS MISSING,0__2,"K04628,K01019",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00067,
M00068,"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer",2 BLOCKS MISSING,0__2,"K01988,K00719",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00068,
M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3",2 BLOCKS MISSING,0__2,"K03370,K03371,K03369",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00069,
M00070,"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer",2 BLOCKS MISSING,0__2,"K03766,K07819,K07820,K03877",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00070,
M00071,"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer",2 BLOCKS MISSING,0__2,"K03766,K07966,K07967,K07968,K07969",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00071,
M00072,N-glycosylation by oligosaccharyltransferase,1 BLOCK MISSING,0__1,"K07151,K12666,K12667,K12668,K12669,K12670,K00730,K12691",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00072,
M00073,N-glycan precursor trimming,INCOMPLETE,0__4,"K01228,K05546,K23741,K01230",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00073,
M00074,"N-glycan biosynthesis, high-mannose type",INCOMPLETE,0__7,"K05546,K23741,K01230,K05528,K05529,K05530,K05529,K05531,K05532,K05533,K05534,K05535",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00074,
M00075,"N-glycan biosynthesis, complex type",INCOMPLETE,0__9,"K01231,K00736,K00737,K00738,K00744,K09661,K13748,K00717,K07966,K07967,K07968,K00778,K00779",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,13,https://www.kegg.jp/entry/M00075,
M00076,Dermatan sulfate degradation,INCOMPLETE,0__5,"K01136,K01217,K01135,K01197,K01195",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00076,
M00077,Chondroitin sulfate degradation,INCOMPLETE,0__4,"K01135,K01197,K01195,K01132",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00077,
M00078,Heparan sulfate degradation,INCOMPLETE,0__8,"K07964,K07965,K01136,K01217,K01565,K10532,K01205,K01195,K01137",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00078,
M00079,Keratan sulfate degradation,INCOMPLETE,0__4,"K01132,K12309,K01137,K12373",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00079,
M00081,Pectin degradation,INCOMPLETE,0__3,"K01051,K01184,K01213",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00081,
M00082,"Fatty acid biosynthesis, initiation",INCOMPLETE,0__3,"K11262,K02160,K01961,K11263,K01962,K01963,K18472,K00665,K00667,K00668,K11533,K00645,K00665,K00667,K00668,K11533,K00648,K18473",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00082,
M00083,"Fatty acid biosynthesis, elongation",INCOMPLETE,0__4,"K00665,K00667,K11533,K00665,K00668,K11533,K00647,K09458,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,14,https://www.kegg.jp/entry/M00083,
M00085,Fatty acid elongation in mitochondria,INCOMPLETE,0__4,"K07508,K07509,K00022,K07515,K07511,K07515,K07512",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00085,
M00086,"beta-Oxidation, acyl-CoA synthesis",1 BLOCK MISSING,0__1,"K01897,K15013",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00086,
M00087,beta-Oxidation,INCOMPLETE,0__4,"K00232,K00249,K00255,K06445,K09479,K01692,K07511,K13767,K01825,K01782,K07514,K07515,K10527,K00022,K07516,K01825,K01782,K07514,K07515,K10527,K00632,K07508,K07509,K07513",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,19,https://www.kegg.jp/entry/M00087,
M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",INCOMPLETE,0__5,"K00626,K01641,K01640,K00019,K01574",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00088,
M00089,Triacylglycerol biosynthesis,INCOMPLETE,0__4,"K00629,K13506,K13507,K00630,K13508,K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831,K01080,K15728,K18693,K11155,K11160,K14456,K22848,K22849",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,22,https://www.kegg.jp/entry/M00089,
M00090,"Phosphatidylcholine (PC) biosynthesis, choline => PC",INCOMPLETE,0__3,"K00866,K14156,K00968,K00994,K13644",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00090,
M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC",2 BLOCKS MISSING,0__2,"K00551,K16369,K00570,K00551,K00550,K00570",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00091,
M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",INCOMPLETE,0__3,"K00894,K14156,K00967,K00993,K13644",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00092,
M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",INCOMPLETE,0__3,"K00981,K00998,K17103,K01613",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00093,
M00094,Ceramide biosynthesis,INCOMPLETE,0__4,"K00654,K04708,K04709,K04710,K23727,K04712",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00094,
M00095,"C5 isoprenoid biosynthesis, mevalonate pathway",INCOMPLETE,0__7,"K00626,K01641,K00021,K00869,K00938,K13273,K01597,K01823",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00095,
M00096,"C5 isoprenoid biosynthesis, non-mevalonate pathway",INCOMPLETE,0__8,"K01662,K00099,K00991,K12506,K00919,K01770,K12506,K03526,K03527,K01823",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00096,
M00097,"beta-Carotene biosynthesis, GGAP => beta-carotene",INCOMPLETE,0__6,"K02291,K02293,K15744,K00514,K09835,K06443",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00097,
M00098,Acylglycerol degradation,2 BLOCKS MISSING,0__2,"K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900,K01054",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,15,https://www.kegg.jp/entry/M00098,
M00099,Sphingosine biosynthesis,INCOMPLETE,0__5,"K00654,K04708,K04709,K04710,K23727,K04712,K01441,K12348,K12349",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00099,
M00100,Sphingosine degradation,2 BLOCKS MISSING,0__2,"K04718,K01634",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00100,
M00101,"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol",INCOMPLETE,0__10,"K01852,K05917,K00222,K07750,K07748,K09827,K13373,K09828,K01824,K00227,K00213",,0.0,10.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00101,
M00102,Ergocalciferol biosynthesis,INCOMPLETE,0__11,"K01852,K05917,K00222,K07750,K07748,K09827,K00559,K09829,K00227,K09831,K00223",,0.0,11.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00102,
M00103,Cholecalciferol biosynthesis,2 BLOCKS MISSING,0__2,"K07419,K07438",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00103,
M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate",INCOMPLETE,0__12,"K00489,K12408,K07431,K00251,K00037,K00488,K08748,K01796,K10214,K12405,K08764,K11992",,0.0,12.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,12,https://www.kegg.jp/entry/M00104,
M00106,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate",2 BLOCKS MISSING,0__2,"K08748,K00659",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00106,
M00107,"Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone",2 BLOCKS MISSING,0__2,"K00498,K00070,K01822",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00107,
M00108,"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",INCOMPLETE,0__3,"K00513,K00497,K07433,K07433",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00108,
M00109,"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone",INCOMPLETE,0__4,"K00512,K00513,K00497,K07433,K15680,K00071",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00109,
M00110,"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone",INCOMPLETE,0__3,"K00512,K00070,K01822,K07434",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00110,
M00112,Tocopherol/tocotorienol biosynthesis,INCOMPLETE,0__4,"K09833,K12502,K18534,K09834,K05928",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00112,
M00113,Jasmonic acid biosynthesis,INCOMPLETE,0__8,"K00454,K01723,K10525,K05894,K10526,K00232,K10527,K07513",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00113,
M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate",INCOMPLETE,0__8,"K01809,K17497,K00966,K10046,K14190,K10047,K17744,K00225",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00114,
M00115,"NAD biosynthesis, aspartate => NAD",INCOMPLETE,0__5,"K00278,K03517,K00767,K00969,K06210,K01916,K01950",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00115,
M00116,"Menaquinone biosynthesis, chorismate => menaquinol",INCOMPLETE,0__9,"K02552,K02551,K08680,K02549,K01911,K01661,K19222,K02548,K03183",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,9,https://www.kegg.jp/entry/M00116,
M00117,"Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone",INCOMPLETE,0__9,"K03181,K18240,K03179,K03182,K03186,K18800,K00568,K03185,K03183,K03184,K00568",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00117,
M00118,"Glutathione biosynthesis, glutamate => glutathione",2 BLOCKS MISSING,0__2,"K11204,K11205,K01919,K21456,K01920",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00118,
M00119,"Pantothenate biosynthesis, valine/L-aspartate => pantothenate",INCOMPLETE,0__5,"K00826,K00606,K00077,K01579,K01918,K13799",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00119,
M00120,"Coenzyme A biosynthesis, pantothenate => CoA",INCOMPLETE,0__5,"K00867,K03525,K09680,K01947,K01922,K21977,K13038,K01598,K13038,K02318,K00954,K02201,K02318,K00859",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,12,https://www.kegg.jp/entry/M00120,
M00121,"Heme biosynthesis, plants and bacteria, glutamate => heme",INCOMPLETE,0__10,"K01885,K14163,K02492,K01845,K01698,K01749,K01719,K13542,K13543,K01599,K00228,K02495,K00230,K00231,K01772",,0.0,10.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,15,https://www.kegg.jp/entry/M00121,
M00122,"Cobalamin biosynthesis, cobinamide => cobalamin",INCOMPLETE,0__7,"K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,10,https://www.kegg.jp/entry/M00122,
M00123,"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin",INCOMPLETE,0__4,"K00652,K00833,K19563,K19562,K01935,K19562,K01012",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00123,
M00124,"Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P",INCOMPLETE,0__6,"K03472,K03473,K00831,K00097,K03474,K00275",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,6,https://www.kegg.jp/entry/M00124,
M00125,"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD",INCOMPLETE,0__9,"K01497,K14652,K01498,K11752,K00082,K11752,K22912,K20860,K20861,K20862,K21063,K21064,K02858,K14652,K00794,K00793,K00861,K20884,K11753,K00953,K22949,K11753",,0.0,9.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,19,https://www.kegg.jp/entry/M00125,
M00126,"Tetrahydrofolate biosynthesis, GTP => THF",INCOMPLETE,0__13,"K01495,K09007,K22391,K01077,K01113,K08310,K13939,K13940,K01633,K13939,K13940,K00950,K13939,K00796,K11754,K20457,K00287,K13998,K01495,K09007,K22391,K19965,K01633,K13941,K11754,K20457,K00287,K13998",,0.0,13.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,17,https://www.kegg.jp/entry/M00126,
M00127,"Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P",INCOMPLETE,0__8,"K03148,K03154,K03151,K03150,K03149,K03147,K00941,K14153,K21219,K00788,K14153,K21219,K00946",,0.0,8.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00127,
M00128,"Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone",INCOMPLETE,0__6,"K06125,K00591,K06126,K06127,K06134,K00591",,0.0,6.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00128,
M00129,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",INCOMPLETE,0__7,"K00963,K00012,K00699,K01195,K14756,K00002,K01053,K00103",,0.0,7.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00129,
M00130,"Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",INCOMPLETE,0__4,"K00888,K19801,K13711,K00889,K13712,K01116,K05857,K05858,K05859,K05860,K05861,K00911",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,12,https://www.kegg.jp/entry/M00130,
M00131,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",INCOMPLETE,0__4,"K01106,K01107,K15422,K01109,K01092,K15759,K10047,K18649",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,8,https://www.kegg.jp/entry/M00131,
M00132,"Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate",INCOMPLETE,0__3,"K00913,K01765,K00915,K10572",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00132,
M00133,"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",INCOMPLETE,0__4,"K01583,K01584,K01585,K02626,K01480,K01611,K00797",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00133,
M00134,"Polyamine biosynthesis, arginine => ornithine => putrescine",2 BLOCKS MISSING,0__2,"K01476,K01581",,0.0,2.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,2,https://www.kegg.jp/entry/M00134,
M00135,"GABA biosynthesis, eukaryotes, putrescine => GABA",INCOMPLETE,0__3,"K00657,K00274,K00128,K14085,K00149",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00135,
M00136,"GABA biosynthesis, prokaryotes, putrescine => GABA",INCOMPLETE,0__4,"K09470,K09471,K09472,K09473",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00136,
M00137,"Flavanone biosynthesis, phenylalanine => naringenin",INCOMPLETE,0__5,"K10775,K00487,K01904,K00660,K01859",,0.0,5.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00137,
M00138,"Flavonoid biosynthesis, naringenin => pelargonidin",INCOMPLETE,0__3,"K00475,K13082,K05277",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,3,https://www.kegg.jp/entry/M00138,
M00140,"C1-unit interconversion, prokaryotes",INCOMPLETE,0__4,"K00600,K01491,K00300,K01491,K01500,K01938",,0.0,4.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,5,https://www.kegg.jp/entry/M00140,
M00141,"C1-unit interconversion, eukaryotes",INCOMPLETE,0__3,"K00600,K00288,K13403,K00288,K13402",,0.0,3.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,4,https://www.kegg.jp/entry/M00141,
M00142,"NADH:ubiquinone oxidoreductase, mitochondria",1 BLOCK MISSING,0__1,"K03878,K03879,K03880,K03881,K03882,K03883,K03884",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,7,https://www.kegg.jp/entry/M00142,
M00143,"NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria",1 BLOCK MISSING,0__1,"K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,11,https://www.kegg.jp/entry/M00143,
M00144,"NADH:quinone oxidoreductase, prokaryotes",1 BLOCK MISSING,0__1,"K00330,K00331,K00332,K00333,K00331,K13378,K13380,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K15863,K00343",,0.0,1.0,0.0,Ga0541027,Ga0541027,metagenomes,reportKMC_Ga0541027_proteins.tsv,0,17,https://www.kegg.jp/entry/M00144,
